1,62,1,LSM02L01,SELV0120,SELV0130,CAT_08,CIT_01&SCIT_01,45,2,0,0,0,0,0,0
0,0,0,D2,D7,D7,D7,D7,D8,F1,0,F2,F1,0,F1,D2
0,0,D2,D7,D7,D7,D7,D7,D8,E1,0,E3,E1,0,D3,D2
,,,,,,,,,,,,,,,
0,0,0,D3,0,D3,0,0,D3,-D2,D3,0,C2,0,0,0
0,0,0,D2,D2,D2,0,-D3,C2,0,C4,0,0,0,0,0
,,,,,,,,,,,,,,,
0,D2,0,D2,0,D2,0,D2,0,0,C2,C7,C7,C8,C4,C2
0,D2,0,D2,0,D2,0,D2,0,0,C4,0,E1,D2,0,C4
,,,,,,,,,,,,,,,
0,D2,0,D2,0,D2,0,D2,0,0,C2,C7,C7,C8,C4,C2
0,D2,0,D2,0,D2,0,D2,0,0,C2,C7,C7,C8,C4,C2
,,,,,,,,,,,,,,,
0,D2,0,D2,0,D2,0,D2,0,0,C2,C7,C7,C8,C4,C2
0,D2,0,D2,0,D2,0,D2,0,0,C4,0,E1,D2,0,C4
,,,,,,,,,,,,,,,
0,D2,0,D2,0,D2,0,D2,0,0,C2,C7,C7,C8,C4,C2
0,D2,0,D2,0,D2,0,D2,0,0,C2,C7,C7,C8,C4,C2
