1,64,1,LSM04L01,SELV0120,SELV0130,CAT_20,CIT_01&SCIT_01,45,2,0,0,0,0,0,0
0,E3,0,E3,0,E3,0,E3,-E1,D3,0,E3,0,E1,0,0
0,C4,0,C4,-D3,E1,0,E1,-D3,C4,0,E3,0,E1,0,0
,,,,,,,,,,,,,,,
0,E3,E3,E3,F2,F2,0,E3,0,E1,0,E3,-E1,D3,0,0
0,C2,C2,C2,0,C2,C2,C2,0,C2,C2,C2,0,E1,0,0
,,,,,,,,,,,,,,,
0,D3,0,D3,0,D3,0,D3,0,D3,D3,D3,-C4,D3,0,E1
0,D3,D3,D3,0,D3,0,D3,D3,D3,0,D3,C4,D3,0,E1
,,,,,,,,,,,,,,,
0,D3,D3,D3,0,D3,D3,D3,0,D3,0,D3,C4,D3,0,E1
0,D3,D7,D7,D7,D7,D7,D8,-C4,D3,0,D3,0,E1,0,0
,,,,,,,,,,,,,,,
0,D3,D3,D3,0,D3,D3,D3,0,D3,0,D3,C4,D3,0,E1
0,D3,D3,D3,0,D3,D3,D3,0,D3,0,D3,C4,D3,0,E1
,,,,,,,,,,,,,,,
0,D3,0,D3,C4,D3,0,-E1,D3,0,D3,D3,C4,D3,0,E1
0,D3,D7,D7,D7,D7,D7,D8,-C4,D3,0,D3,0,E1,0,0
