3,96,1,LSM01L10,SELV0120,SELV0130,,CIT_01&SCIT_01,45,8,0,0,0,0,0,0
0,0,0,E3,0,E4,0,E3,0,0,D3,0,0,C4,0,0
0,0,A5,0,0,0,0,E4,0,E3,0,E1,0,-D3,0,E1
,,,,,,,,,,,,,,,
0,0,E3,0,0,D2,0,0,0,0,0,C2,0,C4,0,0
C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,0,0,E3,0,E4,0,E3,0,0,D3,0,0,C4,0,0
0,0,A6,0,0,0,0,0,0,D2,0,D3,0,E1,0,-E1
,,,,,,,,,,,,,,,
0,0,0,0,0,E3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,C2,0,C4,0,D3,0,0
,,,,,,,,,,,,,,,
0,0,0,E4,0,F1,0,E4,0,0,D4,0,0,D1,0,0
0,0,A5,0,0,0,0,F1,0,E4,0,E2,0,-D4,0,E2
,,,,,,,,,,,,,,,
0,0,E4,0,0,D3,0,0,0,0,0,C3,0,D1,0,0
0,C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,0,0,E3,0,E4,0,E3,0,0,D3,0,0,C4,0,0
0,0,A6,0,0,0,0,0,0,D2,0,D3,0,E1,0,-E4
,,,,,,,,,,,,,,,
0,0,0,0,0,E3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,C2,0,F2,0,E4,0,-E3
,,,,,,,,,,,,,,,
0,E4,-F2,0,0,0,0,D3,0,E1,E3,0,0,C4,0,0
0,D3,0,E3,0,E1,0,0,0,D3,0,D2,0,D3,0,-E1
,,,,,,,,,,,,,,,
0,D3,E3,0,0,0,0,E1,0,E3,E1,0,0,0,0,0
0,D3,0,D2,0,D3,-E1,0,0,D3,0,F2,0,E4,0,-E3
,,,,,,,,,,,,,,,
0,E4,-F2,0,0,0,0,D3,0,E1,E3,0,0,C4,0,0
0,D3,0,E3,0,E1,0,0,0,D3,0,E1,0,D3,0,0
,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,F2,0,E4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,E2,0,E4,0,-F3,0,F2,0,E4,0,E2,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,E2,0,D3,-E2,0,0,E2,0,D3,0,F2,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,D3,0,D1,0,-D3,0,E2,0,0,0,D3,0,0
,,,,,,,,,,,,,,,
0,D1,0,0,0,D3,0,0,0,E2,0,0,0,F3,0,0
0,F2,0,0,0,E2,0,0,0,E2,0,-E2,E4,0,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,E2,0,E4,0,-F3,0,F2,0,E4,0,E2,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,E2,0,D3,0,-G1,0,0,F3,0,0,F2,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,D3,0,D1,0,-D3,0,E2,0,0,0,D3,0,0
,,,,,,,,,,,,,,,
0,E1,0,E2,0,E1,0,0,0,E2,0,E4,0,E2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,E2,0,E4,0,-F3,0,F2,0,E4,0,E2,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,E2,0,D3,-E2,0,0,E2,0,D3,0,F2,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,D3,0,D1,0,-D3,0,E2,0,0,0,D3,0,0
,,,,,,,,,,,,,,,
0,D1,0,0,0,D3,0,0,0,E2,0,0,0,F3,0,0
0,F2,0,0,0,E2,0,0,0,E2,0,-E2,E4,0,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,E2,0,E4,0,-F3,0,F2,0,E4,0,E2,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,E2,0,D3,0,-G1,0,0,F3,0,0,F2,0,0
,,,,,,,,,,,,,,,
0,0,0,F2,0,D3,0,E2,0,0,E4,0,0,F2,0,0
0,D3,0,D3,0,D1,0,-D3,0,E2,0,0,0,D3,0,0
,,,,,,,,,,,,,,,
0,E1,0,E2,0,E1,0,0,0,E2,0,E4,0,E2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
