3,110,1,LSM02L06,SELV0120,SELV0130,,CIT_01&SCIT_01,45,8,0,0,0,0,0,0
0,3,0,0,0,2,0,0,0,1,0,0,0,2,0,0
0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,3,0,0,0,2,0,0,0,1,0,0,0,2,0,0
0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,3,0,2,0,1,0,-1,0,0,0,0,0,0,0,0
0,3,0,2,0,1,0,-1,0,0,0,0,0,6,0,0
,,,,,,,,,,,,,,,
0,3,0,2,0,1,0,-1,0,0,0,0,0,0,0,0
0,3,0,2,0,1,0,-1,0,0,0,2,0,-3,0,2
,,,,,,,,,,,,,,,
0,3,0,2,0,1,0,-1,0,0,0,0,0,0,0,0
0,3,0,2,0,1,0,-1,0,0,0,0,0,6,0,0
,,,,,,,,,,,,,,,
0,3,0,2,0,1,0,-1,0,0,0,0,0,0,0,0
0,3,0,2,0,1,0,-1,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,4,0,4,0,-2
0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,3,0,2,0,-1
0,1,0,0,2,0,0,3,0,0,4,0,0,0,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,2,0,3,0,-2
0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,2,0,1,0,2,0,3,-2,0,1,0,2,0,3,0
0,2,0,0,0,3,0,0,0,2,0,0,0,6,0,0
,,,,,,,,,,,,,,,
0,3,0,0,0,2,0,0,0,1,0,0,0,2,0,0
0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,3,0,0,0,2,0,0,0,1,0,0,0,2,0,0
0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,3,0,2,0,1,0,-1,0,0,0,0,0,0,0,0
0,3,0,2,0,1,0,-1,0,0,0,0,0,6,0,0
,,,,,,,,,,,,,,,
0,3,0,2,0,1,0,-1,0,0,0,0,0,0,0,0
0,3,0,2,0,1,0,-1,0,0,0,2,0,-3,0,2
,,,,,,,,,,,,,,,
0,3,0,0,0,2,0,0,0,1,0,0,0,2,0,0
0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,3,0,0,0,2,0,0,0,1,0,0,0,2,0,0
0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,4,0,4,0,-2
0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,3,0,2,0,-1
0,1,0,0,2,0,0,3,0,0,4,0,0,0,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,2,0,3,0,-2
0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,2,0,1,0,2,0,3,-2,0,1,0,2,0,3,0
0,2,0,0,0,3,0,0,0,2,0,0,0,6,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,4,0,4,0,-2
0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,3,0,2,0,-1
0,1,0,0,2,0,0,3,0,0,4,0,0,0,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,2,0,3,0,-2
0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,2,0,1,0,2,0,3,-2,0,1,0,2,0,3,0
0,2,0,0,0,3,0,0,0,2,0,0,0,6,0,0
,,,,,,,,,,,,,,,
0,2,0,0,-3,2,0,0,-1,2,0,0,-3,2,0,1
0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,2,0,0,-3,2,0,0,-1,2,0,0,-3,2,0,1
0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,2,0,0,-3,2,0,0,-1,2,0,0,-3,2,0,1
0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,2,0,0,-3,2,0,0,-1,2,0,0,-3,2,0,1
0,2,0,0,0,3,0,0,0,2,0,0,0,6,0,0
