2,95,1,LSM03L05,SELV0120,SELV0130,CAT_17,CIT_01&SCIT_01,45,3,0,0,0,0,0,0
0,5,7,7,7,8,0,0,0,0,0,3,0,2,0,1
0,0,0,2,0,0,0,3,0,0,0,2,0,-2,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,1,0,0,0,2
0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,-3
,,,,,,,,,,,,,,,
0,3,0,0,0,4,0,3,0,3,0,0,0,4,0,0
0,3,0,0,0,4,0,3,0,3,0,-4,0,4,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,0,0,0,0,0
0,1,2,-3,-4,0,0,3,4,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,0,0,0,0,1
0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0
,,,,,,,,,,,,,,,
0,1,0,0,0,2,0,0,0,1,0,0,0,3,3,0
0,1,0,0,0,2,0,0,0,1,0,0,0,5,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,0,0,0,0,0
0,1,2,-3,-4,0,0,3,4,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,8,0,0,0,0,0,3,0,2,0,1
0,0,0,2,0,0,0,3,0,0,0,2,0,-2,0,0
,,,,,,,,,,,,,,,
0,3,0,0,0,4,0,3,0,3,0,0,0,4,0,0
0,3,0,0,0,4,0,3,0,3,0,-4,0,4,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,7,7,7,8,0,0,0,0,0,0,0
0,5,7,7,7,7,7,7,8,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,5,7,7,7,7,7,7,8,0,0,0,0,0,0,0
0,5,7,7,7,7,7,7,8,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,1,0,0,0,2,0,0,0,1,0,0,0,3,3,0
0,1,0,0,0,2,0,0,0,1,0,0,0,5,0,0
