3,70,1,LSM04L09,SELV0120,SELV0130,,CIT_01&SCIT_01,60,9,0,0,0,0,0,0
0,0,C3,C3,B4,C3,C3,C3,B4,C3,D1,0,D4,0,0,0
0,0,C3,C3,B4,C3,C3,C3,B4,C3,D1,0,B2,0,0,0
,,,,,,,,,,,,,,,
0,0,C3,C3,B4,C3,C3,C3,B4,C3,D1,D3,C3,0,0,0
0,0,A5,A6,0,D4,0,D4,0,D4,0,D4,E2,E4,0,D4
,,,,,,,,,,,,,,,
0,D4,D7,D7,D7,D8,0,D4,0,D4,D4,D4,D1,D4,0,D4
D1,D4,E2,E4,E2,0,D4,0,E4,0,0,D4,E2,E4,0,D4
,,,,,,,,,,,,,,,
0,D4,D4,D4,0,D4,D7,D7,D7,D8,0,D1,0,D4,D4,D4
D1,D4,E2,E4,E2,0,E4,0,D4,F1,E4,E2,D4,E2,0,D4
,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,D1,D4,D1,D4,0,D4
D1,D4,E2,E4,E2,0,E4,0,D4,F1,E4,E2,D4,E2,0,D4
,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,D4,0,D4
D1,D4,E2,E4,E2,0,0,0,D4,E2,E4,D4,0,0,0,0
,,,,,,,,,,,,,,,
0,0,0,D4,D4,0,D4,D4,0,D1,C3,0,0,0,0,0
0,0,0,D4,D4,0,0,0,0,D4,E2,E4,E2,E4,0,E2
,,,,,,,,,,,,,,,
0,0,0,0,A5,0,0,0,0,D4,E2,E4,E2,E4,0,E2
0,0,0,0,A6,0,0,0,0,D4,E2,E4,E2,E4,0,E4
,,,,,,,,,,,,,,,
0,E4,0,E4,0,E4,0,E4,0,E4,0,0,E4,E4,E2,E4
E2,D4,0,E2,0,D4,0,0,0,D4,E2,E4,E2,E4,0,E2
,,,,,,,,,,,,,,,
0,0,0,0,A5,0,0,0,0,D4,E2,E4,E2,E4,0,E2
0,0,0,0,A6,0,0,0,0,D4,E2,E4,E2,E4,0,F3
,,,,,,,,,,,,,,,
0,F3,E4,F3,0,F3,0,0,0,D4,E2,E4,E2,E4,0,F3
0,F3,E4,F3,0,F3,0,0,0,D4,E2,E4,E2,E4,0,F3
,,,,,,,,,,,,,,,
0,F3,E4,F3,0,A5,0,0,0,0,0,0,0,A6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,E4,0,F3
,,,,,,,,,,,,,,,
0,F3,E4,F3,0,A5,0,0,0,0,0,0,0,A6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,E4,0,F3
,,,,,,,,,,,,,,,
0,F3,E4,F3,0,A5,0,0,0,0,0,0,0,A6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,E4,0,F3
,,,,,,,,,,,,,,,
0,F3,E4,F3,0,A5,0,0,0,0,0,0,0,A6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
0,0,0,D4,D4,0,D4,D4,0,D1,C3,0,0,0,0,0
0,0,0,D4,D4,0,0,0,0,D4,E2,E4,E2,E4,0,E2
,,,,,,,,,,,,,,,
0,0,0,0,A5,0,0,0,0,D4,E2,E4,E2,E4,0,E2
0,0,0,0,A6,0,0,0,0,D4,E2,E4,E2,E4,0,E4
,,,,,,,,,,,,,,,
0,E4,0,E4,0,E4,0,E4,0,E4,0,0,E4,E4,E2,E4
E2,D4,0,E2,0,D4,0,0,0,D4,E2,E4,E2,E4,F3,E2
,,,,,,,,,,,,,,,
0,0,0,0,A5,0,0,0,0,D4,E2,E4,E2,E4,E2,E2
0,0,0,0,A6,0,0,0,0,D4,E2,E4,E2,E4,0,F3
,,,,,,,,,,,,,,,
0,F3,E4,F3,0,F3,0,0,0,D4,E2,E4,E2,E4,0,F3
E4,F3,E4,F3,0,F3,0,0,0,D4,E2,E4,E2,E4,0,F3
,,,,,,,,,,,,,,,
0,F3,E4,F3,0,A5,0,0,0,0,0,0,0,A6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,E4,0,F3
,,,,,,,,,,,,,,,
0,F3,E4,F3,0,A5,0,0,0,0,0,0,0,A6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,E4,0,F3
,,,,,,,,,,,,,,,
0,F3,E4,F3,0,A5,0,0,0,0,0,D4,D4,0,D4,D4
0,D1,C3,0,0,0,0,0,0,0,0,D4,D4,0,D4,D4
,,,,,,,,,,,,,,,
0,D1,C3,0,0,0,0,0,0,0,0,D4,D4,0,D4,D4
0,D1,C3,0,0,0,0,0,0,0,0,0,0,0,0,0
