2,80,1,LSM01L08,SELV0120,SELV0130,CAT_01,CIT_01&SCIT_01,45,2,0,0,0,0,0,0
0,E4,0,E2,0,0,0,E1,0,0,0,E4,0,0,0,E2
0,0,0,E1,0,0,0,E4,0,0,0,E2,0,0,0,0
,,,,,,,,,,,,,,,
0,0,0,B4,0,E4,0,E2,0,0,0,E1,0,0,0,E4
0,0,0,D1,0,0,0,E1,0,0,0,C2,0,0,0,D1
,,,,,,,,,,,,,,,
0,E4,0,E2,0,0,0,E1,0,0,0,E4,0,0,0,E2
0,0,0,E1,0,0,0,E4,0,0,0,E2,0,0,0,0
,,,,,,,,,,,,,,,
0,0,0,E4,0,E4,0,0,0,G1,0,G1,0,0,0,0
0,D1,0,D1,0,0,0,0,0,E1,0,D1,0,0,0,0
,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,E1,0,-E2,0,E4,0,0,0,G1
0,0,0,E4,0,0,0,G3,0,0,0,E4,0,0,0,E1
,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,E1,0,-E2,0,E4,0,0,0,G1
0,0,0,E4,0,0,0,G3,0,0,0,A5,0,0,0,A6
,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,F4,0,0,0,E4,0,0,0,E2
0,0,0,E1,0,0,0,D1,0,0,0,A5,A7,A7,A7,A8
,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,H2,0,-H1,0,G1,0,0,0,0
0,0,0,F2,0,G1,0,0,0,G3,G7,G7,G7,G8,0,0
